2201,Alma,ADAMS,REPRESENTATIVE,D,NC,12,A000370,114
2239,Rick,ALLEN,REPRESENTATIVE,R,GA,12,A000372,114
2090,Mark,AMODEI,REPRESENTATIVE,R,NV,2,A000369,114
1E+14,First Name unavailable,ARRINGTON,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2270,Brian,BABIN,REPRESENTATIVE,R,TX,36,B001291,114
1558,Tammy,BALDWIN,SENATOR,D,WI,N/A,B001230,114
2238,Barry,BARR,REPRESENTATIVE,R,GA,11,L000583,114
1881,John,BARRASSO,SENATOR,R,WY,N/A,B001261,114
2153,Joyce,BEATTY,REPRESENTATIVE,D,OH,3,B001281,114
1965,Michael,BENNET,SENATOR,D,CO,N/A,B001267,114
1838,Gus,BILIRAKIS,REPRESENTATIVE,R,FL,12,B001257,114
1748,Marsha,BLACKBURN,REPRESENTATIVE,R,TN,7,B001243,114
99,Earl,BLUMENAUER,REPRESENTATIVE,D,OR,3,B000574,114
2076,Richard,BLUMENTHAL,SENATOR,D,CT,N/A,B001277,114
1464,Roy,BLUNT,SENATOR,R,MO,N/A,B000575,114
2194,Cory,BOOKER,SENATOR,D,NJ,N/A,B001288,114
1687,John,BOOZMAN,SENATOR,R,AR,N/A,B001236,114
1469,Robert,BRADY,REPRESENTATIVE,D,PA,1,B001227,114
2106,Julia,BROWN,REPRESENTATIVE,D,CA,26,B001285,114
1840,Vern,BUCHANAN,REPRESENTATIVE,R,FL,16,B001260,114
,,BUDD,REPRESENTATIVE,R,GA,1,1E+17,114
2127,Cheri,BUSTOS,REPRESENTATIVE,D,IL,17,B001286,114
1761,G.,BUTTERFIELD,REPRESENTATIVE,D,NC,1,B001251,114
2197,Bradley,BYRNE,REPRESENTATIVE,R,AL,1,B001289,114
172,Maria,CANTWELL,SENATOR,D,WA,N/A,C000127,114
1E+14,First Name unavailable,CAPITO,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1E+14,First Name unavailable,CARBAJAL,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2107,Tony,CARDENAS,REPRESENTATIVE,D,CA,29,C001097,114
,,CARDIN,SENATOR,D,MD,N/A,1E+17,114
179,Thomas,CARPER,SENATOR,D,DE,N/A,C000174,114
1828,Robert,CASEY,SENATOR,D,PA,N/A,C001070,114
1925,Bill,CASSIDY,SENATOR,R,LA,N/A,C001075,114
186,Steve,CHABOT,REPRESENTATIVE,R,OH,1,C000266,114
1E+14,First Name unavailable,CHENEY,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2055,David,CICILLINE,REPRESENTATIVE,D,RI,1,C001084,114
1654,Wm.,CLAY,REPRESENTATIVE,D,MO,1,C001049,114
208,James,CLYBURN,REPRESENTATIVE,D,SC,6,C000537,114
213,Thad,COCHRAN,SENATOR,R,MS,N/A,C000567,114
,,COHEN,REPRESENTATIVE,D,TN,9,1E+17,114
2121,Doug,COLLINS,REPRESENTATIVE,R,GA,9,C001093,114
1E+14,First Name unavailable,COMER,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2273,Barbara,COMSTOCK,REPRESENTATIVE,R,VA,10,C001105,114
1959,Gerald,CONNOLLY,REPRESENTATIVE,D,VA,11,C001078,114
2103,Paul,COOK,REPRESENTATIVE,R,CA,8,C001094,114
1984,Christopher,COONS,SENATOR,D,DE,N/A,C001088,114
1825,Bob,CORKER,SENATOR,R,TN,N/A,C001071,114
1692,John,CORNYN,SENATOR,R,TX,N/A,C001056,114
1774,Jim,COSTA,REPRESENTATIVE,D,CA,16,C001059,114
2098,Tom,COTTON,SENATOR,R,AR,N/A,C001095,114
1836,Joe,COURTNEY,REPRESENTATIVE,D,CT,2,C001069,114
2144,Kevin,CRAMER,REPRESENTATIVE,R,ND,0,C001096,114
250,Mike,CRAPO,SENATOR,R,ID,N/A,C000880,114
1604,Joseph,CROWLEY,REPRESENTATIVE,D,NY,14,C001038,114
2175,Ted,CRUZ,SENATOR,R,TX,N/A,C001098,114
1670,John,CULBERSON,REPRESENTATIVE,R,TX,7,C001048,114
256,Elijah,CUMMINGS,REPRESENTATIVE,D,MD,7,C000984,114
1E+14,First Name unavailable,CURTIS,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2138,Steve,DAINES,SENATOR,R,MT,N/A,D000618,114
1E+14,First Name unavailable,DEMINGS,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1976,Theodore,DEUTCH,REPRESENTATIVE,D,FL,21,D000610,114
2251,Debbie,DINGELL,REPRESENTATIVE,D,MI,12,D000624,114
303,Lloyd,DOGGETT,REPRESENTATIVE,D,TX,35,D000399,114
1850,Joe,DONNELLY,SENATOR,D,IN,N/A,D000607,114
2293,Daniel,DONOVAN,REPRESENTATIVE,R,NY,11,D000625,114
1E+14,First Name unavailable,DUNN,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
326,Richard,DURBIN,SENATOR,D,IL,N/A,D000563,114
1857,Keith,ELLISON,REPRESENTATIVE,D,MN,5,E000288,114
2253,Tom,EMMER,REPRESENTATIVE,R,MN,6,E000294,114
344,Eliot,ENGEL,REPRESENTATIVE,D,NY,16,E000179,114
1542,Michael,ENZI,SENATOR,R,WY,N/A,E000285,114
355,Anna,ESHOO,REPRESENTATIVE,D,CA,18,E000215,114
1E+14,First Name unavailable,ESPAILLAT,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1E+14,First Name unavailable,FASO,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1332,Dianne,FEINSTEIN,SENATOR,D,CA,N/A,F000062,114
2179,Deb,FISCHER,SENATOR,R,NE,N/A,F000463,114
1797,Michael,FITZPATRICK,REPRESENTATIVE,R,PA,8,F000451,114
1633,Jeff,FLAKE,SENATOR,R,AZ,N/A,F000444,114
,,FLORES,REPRESENTATIVE,R,TX,17,1E+17,114
1791,Virginia,FOXX,REPRESENTATIVE,R,NC,5,F000450,114
1969,Al,FRANKEN,SENATOR,D,MN,N/A,F000457,114
2122,Tulsi,GABBARD,REPRESENTATIVE,D,HI,2,G000571,114
1E+14,First Name unavailable,GAETZ,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1E+14,First Name unavailable,GARDNER,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1737,Scott,GARRETT,REPRESENTATIVE,R,NJ,5,G000548,114
1E+14,First Name unavailable,GIANFORTE,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2049,Bob,GIBBS,REPRESENTATIVE,R,OH,7,G000563,114
1866,Kirsten,GILLIBRAND,SENATOR,D,NY,N/A,G000555,114
1801,Louie,GOHMERT,REPRESENTATIVE,R,TX,1,G000552,114
1E+14,First Name unavailable,GOMEZ,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
446,Bob,GOODLATTE,REPRESENTATIVE,R,VA,6,G000289,114
1992,Paul,GOSAR,REPRESENTATIVE,R,AZ,4,G000565,114
1E+14,First Name unavailable,GOTTHEIMER,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
457,Chuck,GRASSLEY,SENATOR,R,IA,N/A,G000386,114
2070,H.,GRIFFITH,REPRESENTATIVE,R,VA,9,G000568,114
1708,Raul,GRIJALVA,REPRESENTATIVE,D,AZ,3,G000551,114
478,Luis,GUTIERREZ,REPRESENTATIVE,D,IL,4,G000535,114
1933,Gregg,HARPER,REPRESENTATIVE,R,MS,3,H001045,114
2026,Andy,HARRIS,REPRESENTATIVE,R,MD,1,H001052,114
2032,Vicky,HARTZLER,REPRESENTATIVE,R,MO,4,H001053,114
1E+14,First Name unavailable,HASSAN,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
511,Alcee,HASTINGS,REPRESENTATIVE,D,FL,20,H000324,114
1351,Orrin,HATCH,SENATOR,R,UT,N/A,H000338,114
2174,Heidi,HEITKAMP,SENATOR,D,ND,N/A,H001069,114
1863,Dean,HELLER,SENATOR,R,NV,N/A,H001041,114
1749,Jeb,HENSARLING,REPRESENTATIVE,R,TX,5,H001036,114
1794,Brian,HIGGINS,REPRESENTATIVE,D,NY,26,H001038,114
2223,J.,HILL,REPRESENTATIVE,R,AR,2,H001072,114
1913,James,HIMES,REPRESENTATIVE,D,CT,4,H001047,114
1844,Mazie,HIRONO,SENATOR,D,HI,N/A,H001042,114
2079,John,HOEVEN,SENATOR,R,ND,N/A,H001061,114
2143,George,HOLDING,REPRESENTATIVE,R,NC,13,H001065,114
566,Steny,HOYER,REPRESENTATIVE,D,MD,5,H000874,114
2101,Jared,HUFFMAN,REPRESENTATIVE,D,CA,2,H001068,114
2015,Randy,HULTGREN,REPRESENTATIVE,R,IL,14,H001059,114
2269,Will,HURD,REPRESENTATIVE,R,TX,23,H001073,114
583,James,INHOFE,SENATOR,R,OK,N/A,I000024,114
1E+14,First Name unavailable,JAYAPAL,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2149,Hakeem,JEFFRIES,REPRESENTATIVE,D,NY,8,J000294,114
,,JOHNSON,REPRESENTATIVE,R,GA,4,1E+17,114
2176,Tim,KAINE,SENATOR,D,VA,N/A,K000384,114
616,Marcy,KAPTUR,REPRESENTATIVE,D,OH,8,K000009,114
2264,John,KATKO,REPRESENTATIVE,R,NY,24,K000386,114
2172,Joseph,KENNEDY,REPRESENTATIVE,D,MA,4,K000379,114
2134,Daniel,KILDEE,REPRESENTATIVE,D,MI,5,K000380,114
1498,Ron,KIND,REPRESENTATIVE,D,WI,3,K000188,114
1724,Steve,KING,REPRESENTATIVE,R,IA,4,K000362,114
2014,Adam,KINZINGER,REPRESENTATIVE,R,IL,16,K000378,114
1826,Amy,KLOBUCHAR,SENATOR,D,MN,N/A,K000367,114
1E+14,First Name unavailable,KRISHNAMOORTHI,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1834,Doug,LAMBORN,REPRESENTATIVE,R,CO,5,L000564,114
1936,Leonard,LANCE,REPRESENTATIVE,R,NJ,7,L000567,114
1668,James,LANGEVIN,REPRESENTATIVE,D,RI,2,L000559,114
2050,James,LANKFORD,SENATOR,R,OK,N/A,L000575,114
2252,Brenda,LAWRENCE,REPRESENTATIVE,D,MI,14,L000581,114
1383,Patrick,LEAHY,SENATOR,D,VT,N/A,L000174,114
1501,Barbara,LEE,REPRESENTATIVE,D,CA,13,L000551,114
683,Sander,LEVIN,REPRESENTATIVE,D,MI,9,L000263,114
701,Zoe,LOFGREN,REPRESENTATIVE,D,CA,19,L000397,114
2238,Barry,LOUDERMILK,REPRESENTATIVE,R,GA,11,L000583,114
2111,Alan,LOWENTHAL,REPRESENTATIVE,D,CA,47,L000579,114
709,Nita,LOWEY,REPRESENTATIVE,D,NY,17,L000480,114
1931,Blaine,LUETKEMEYER,REPRESENTATIVE,R,MO,3,L000569,114
1983,Joe,MANCHIN,SENATOR,D,WV,N/A,M001183,114
1806,Kenny,MARCHANT,REPRESENTATIVE,R,TX,24,M001158,114
735,Edward,MARKEY,SENATOR,D,MA,N/A,M000133,114
1E+14,First Name unavailable,MARSHALL,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
791,Robert,MENENDEZ,SENATOR,D,NJ,N/A,M000639,114
1900,Jeff,MERKLEY,SENATOR,D,OR,N/A,M001176,114
2130,Luke,MESSER,REPRESENTATIVE,R,IN,6,M001189,114
1E+14,First Name unavailable,MITCHELL,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1676,Shelley,MOORE,SENATOR,R,WV,N/A,C001047,114
2156,Markwayne,MULLIN,REPRESENTATIVE,R,OK,2,M001190,114
1694,Lisa,MURKOWSKI,SENATOR,R,AK,N/A,M001153,114
1837,Christopher,MURPHY,SENATOR,D,CT,N/A,M001169,114
1409,Patty,MURRAY,SENATOR,D,WA,N/A,M001111,114
850,Jerrold,NADLER,REPRESENTATIVE,D,NY,10,N000002,114
1602,Grace,NAPOLITANO,REPRESENTATIVE,D,CA,32,N000179,114
854,Richard,NEAL,REPRESENTATIVE,D,MA,1,N000015,114
859,Bill,NELSON,SENATOR,D,FL,N/A,N000032,114
2275,Dan,NEWHOUSE,REPRESENTATIVE,R,WA,4,N000189,114
867,Richard,NOLAN,REPRESENTATIVE,D,MN,8,N000127,114
1E+14,First Name unavailable,NORMAN,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
868,Eleanor,NORTON,DELEGATE,D,DC,N/A,N000147,114
1710,Devin,NUNES,REPRESENTATIVE,R,CA,22,N000181,114
1955,Pete,OLSON,REPRESENTATIVE,R,TX,22,O000168,114
887,Frank,PALLONE,REPRESENTATIVE,D,NJ,6,P000034,114
1E+14,First Name unavailable,PANETTA,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1510,Bill,PASCRELL,REPRESENTATIVE,D,NJ,9,P000096,114
1930,Erik,PAULSEN,REPRESENTATIVE,R,MN,3,P000594,114
2097,Donald,PAYNE,REPRESENTATIVE,D,NJ,10,P000604,114
1738,Stevan,PEARCE,REPRESENTATIVE,R,NM,2,P000588,114
905,Nancy,PELOSI,REPRESENTATIVE,D,CA,12,P000197,114
2286,David,PERDUE,SENATOR,R,GA,N/A,P000612,114
2113,Scott,PETERS,REPRESENTATIVE,D,CA,52,P000608,114
1927,Chellie,PINGREE,REPRESENTATIVE,D,ME,1,P000597,114
,,PLASKETT,DELEGATE,I,VI,N/A,1E+17,114
2247,Bruce,POLIQUIN,REPRESENTATIVE,R,ME,2,P000611,114
924,Rob,PORTMAN,SENATOR,R,OH,N/A,P000449,114
1E+14,First Name unavailable,RASKIN,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1982,Tom,REED,REPRESENTATIVE,R,NY,23,R000585,114
2048,James,RENACCI,REPRESENTATIVE,R,OH,16,R000586,114
2023,Cedric,RICHMOND,REPRESENTATIVE,D,LA,2,R000588,114
1896,James,RISCH,SENATOR,R,ID,N/A,R000584,114
968,Pat,ROBERTS,SENATOR,R,KS,N/A,R000307,114
979,Dana,ROHRABACHER,REPRESENTATIVE,R,CA,48,R000409,114
1848,Peter,ROSKAM,REPRESENTATIVE,R,IL,6,R000580,114
2158,Keith,ROTHFUS,REPRESENTATIVE,R,PA,12,R000598,114
1E+14,First Name unavailable,ROUNDS,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
998,Edward,ROYCE,REPRESENTATIVE,R,CA,39,R000487,114
2084,Marco,RUBIO,SENATOR,R,FL,N/A,R000595,114
2109,Raul,RUIZ,REPRESENTATIVE,D,CA,36,R000599,114
1E+14,First Name unavailable,RUTHERFORD,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1757,Linda,SANCHEZ,REPRESENTATIVE,D,CA,38,S001156,114
1010,Bernard,SANDERS,SENATOR,I,VT,N/A,S000033,114
1854,John,SARBANES,REPRESENTATIVE,D,MD,3,S001168,114
2289,Ben,SASSE,SENATOR,R,NE,N/A,S001197,114
1892,Steve,SCALISE,REPRESENTATIVE,R,LA,1,S001176,114
1588,Janice,SCHAKOWSKY,REPRESENTATIVE,D,IL,9,S001145,114
1E+14,First Name unavailable,SCHNEIDER,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1950,Kurt,SCHRADER,REPRESENTATIVE,D,OR,5,S001180,114
1036,Charles,SCHUMER,SENATOR,D,NY,N/A,S000148,114
1994,David,SCHWEIKERT,REPRESENTATIVE,R,AZ,6,S001183,114
2113,Scott,SCOTT,REPRESENTATIVE,D,CA,52,P000608,114
1042,Jose,SERRANO,REPRESENTATIVE,D,NY,15,S000248,114
1901,Jeanne,SHAHEEN,SENATOR,D,NH,N/A,S001181,114
1527,John,SHIMKUS,REPRESENTATIVE,R,IL,15,S000364,114
1590,Michael,SIMPSON,REPRESENTATIVE,R,ID,2,S001148,114
2099,Kyrsten,SINEMA,REPRESENTATIVE,D,AZ,9,S001191,114
1818,Albio,SIRES,REPRESENTATIVE,D,NJ,8,S001165,114
1069,Louise,SLAUGHTER,REPRESENTATIVE,D,NY,25,S000480,114
1E+14,First Name unavailable,SMUCKER,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1E+14,First Name unavailable,SOTO,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1890,Jackie,SPEIER,REPRESENTATIVE,D,CA,14,S001175,114
1531,Debbie,STABENOW,SENATOR,D,MI,N/A,S000770,114
1E+14,First Name unavailable,STRANGE,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2290,Dan,SULLIVAN,SENATOR,R,AK,N/A,S001198,114
2110,Mark,TAKANO,REPRESENTATIVE,D,CA,41,T000472,114
1E+14,First Name unavailable,TAYLOR,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1E+14,First Name unavailable,TENNEY,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1829,Jon,TESTER,SENATOR,D,MT,N/A,T000464,114
1534,John,THUNE,SENATOR,R,SD,N/A,T000250,114
1E+14,First Name unavailable,TILIS,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2291,Thom,TILLIS,SENATOR,R,NC,N/A,T000476,114
1997,Scott,TIPTON,REPRESENTATIVE,R,CO,3,T000470,114
1942,Paul,TONKO,REPRESENTATIVE,D,NY,20,T000469,114
1594,Patrick,TOOMEY,SENATOR,R,PA,N/A,T000461,114
2231,Norma,TORRES,REPRESENTATIVE,D,CA,35,T000474,114
2250,David,TROTT,REPRESENTATIVE,R,MI,11,T000475,114
1567,Tom,UDALL,SENATOR,D,NM,N/A,U000039,114
1177,Fred,UPTON,REPRESENTATIVE,R,MI,6,U000031,114
2166,Marc,VEASEY,REPRESENTATIVE,D,TX,33,V000131,114
1184,Nydia,VELAZQUEZ,REPRESENTATIVE,D,NY,7,V000081,114
2137,Ann,WAGNER,REPRESENTATIVE,R,MO,2,W000812,114
1855,Tim,WALBERG,REPRESENTATIVE,R,MI,7,W000798,114
1596,Greg,WALDEN,REPRESENTATIVE,R,OR,2,W000791,114
2255,Mark,WALKER,REPRESENTATIVE,R,NC,6,W000819,114
1856,Timothy,WALZ,REPRESENTATIVE,D,MN,1,W000799,114
1897,Mark,WARNER,SENATOR,D,VA,N/A,W000805,114
2182,Elizabeth,WARREN,SENATOR,D,MA,N/A,W000817,114
2152,Brad,WENSTRUP,REPRESENTATIVE,R,OH,2,W000815,114
2224,Bruce,WESTERMAN,REPRESENTATIVE,R,AR,4,W000821,114
1823,Sheldon,WHITEHOUSE,SENATOR,D,RI,N/A,W000802,114
1226,Roger,WICKER,SENATOR,R,MS,N/A,W000437,114
1991,Steve,WOMACK,REPRESENTATIVE,R,AR,3,W000809,114
2008,Rob,WOODALL,REPRESENTATIVE,R,GA,7,W000810,114
1247,Ron,WYDEN,SENATOR,D,OR,N/A,W000779,114
1853,John,YARMUTH,REPRESENTATIVE,D,KY,3,Y000062,114
2021,Kevin,YODER,REPRESENTATIVE,R,KS,3,Y000063,114
2261,Lee,ZELDIN,REPRESENTATIVE,R,NY,1,Z000017,114